Statistic,Month,Industry.Sector.NACE.Rev.2,value
Industrial Turnover Index (Seasonally Adjusted),2017 October,Intermediate goods,
Industrial Turnover Index (Seasonally Adjusted),2017 October,Consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 October,Durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 October,Non-durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 November,Food products (10),81.7
Industrial Turnover Index (Seasonally Adjusted),2017 November,Meat and meat products (101),91.5
Industrial Turnover Index (Seasonally Adjusted),2017 November,Dairy products (105),78.2
Industrial Turnover Index (Seasonally Adjusted),2017 November,Bakery and farinaceous products (107),95.4
Industrial Turnover Index (Seasonally Adjusted),2017 November,Beverages (11),
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Wood and wood products, except furniture (16)",82.2
Industrial Turnover Index (Seasonally Adjusted),2017 November,Chemicals and chemical products (20),
Industrial Turnover Index (Seasonally Adjusted),2017 November,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index (Seasonally Adjusted),2017 November,Rubber and plastic products (22),81.4
Industrial Turnover Index (Seasonally Adjusted),2017 November,Other non-metallic mineral products (23),69.0
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Computer, electronic and optical products (26)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,Electrical equipment (27),92.4
Industrial Turnover Index (Seasonally Adjusted),2017 November,Machinery and equipment n.e.c. (28),
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,Mining and quarrying (05 to 09),56.9
Industrial Turnover Index (Seasonally Adjusted),2017 November,Transportable goods industries (05 to 33),83.4
Industrial Turnover Index (Seasonally Adjusted),2017 November,Industries (05 to 35),
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Food products and beverages (10,11)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,Manufacturing industries (10 to 33),83.8
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",96.2
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Textiles, wearing apparel and leather products (13 to 15)",73.3
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Paper and paper products, printing and reproduction of recorded media (17,18)",109.1
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Basic metals and fabricated metal products (24,25)",80.6
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Transport equipment (29,30)",121.5
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Other foods (102 to 104,108)",80.1
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Grain mill and starch products; prepared animal feeds (106,109)",74.1
Industrial Turnover Index (Seasonally Adjusted),2017 November,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index (Seasonally Adjusted),2017 November,Capital goods,
Industrial Turnover Index (Seasonally Adjusted),2017 November,Intermediate goods,
Industrial Turnover Index (Seasonally Adjusted),2017 November,Consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 November,Durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 November,Non-durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 December,Food products (10),88.0
Industrial Turnover Index (Seasonally Adjusted),2017 December,Meat and meat products (101),93.0
Industrial Turnover Index (Seasonally Adjusted),2017 December,Dairy products (105),82.9
Industrial Turnover Index (Seasonally Adjusted),2017 December,Bakery and farinaceous products (107),112.0
Industrial Turnover Index (Seasonally Adjusted),2017 December,Beverages (11),
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Wood and wood products, except furniture (16)",84.3
Industrial Turnover Index (Seasonally Adjusted),2017 December,Chemicals and chemical products (20),
Industrial Turnover Index (Seasonally Adjusted),2017 December,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index (Seasonally Adjusted),2017 December,Rubber and plastic products (22),79.5
Industrial Turnover Index (Seasonally Adjusted),2017 December,Other non-metallic mineral products (23),71.7
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Computer, electronic and optical products (26)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,Electrical equipment (27),92.1
Industrial Turnover Index (Seasonally Adjusted),2017 December,Machinery and equipment n.e.c. (28),
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,Mining and quarrying (05 to 09),68.8
Industrial Turnover Index (Seasonally Adjusted),2017 December,Transportable goods industries (05 to 33),85.3
Industrial Turnover Index (Seasonally Adjusted),2017 December,Industries (05 to 35),
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Food products and beverages (10,11)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,Manufacturing industries (10 to 33),85.1
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",99.1
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Textiles, wearing apparel and leather products (13 to 15)",67.5
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Paper and paper products, printing and reproduction of recorded media (17,18)",104.7
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Basic metals and fabricated metal products (24,25)",82.6
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Transport equipment (29,30)",129.7
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Other foods (102 to 104,108)",90.1
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Grain mill and starch products; prepared animal feeds (106,109)",78.2
Industrial Turnover Index (Seasonally Adjusted),2017 December,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index (Seasonally Adjusted),2017 December,Capital goods,
Industrial Turnover Index (Seasonally Adjusted),2017 December,Intermediate goods,
Industrial Turnover Index (Seasonally Adjusted),2017 December,Consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 December,Durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2017 December,Non-durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2018 January,Food products (10),81.2
Industrial Turnover Index (Seasonally Adjusted),2018 January,Meat and meat products (101),91.3
Industrial Turnover Index (Seasonally Adjusted),2018 January,Dairy products (105),75.6
Industrial Turnover Index (Seasonally Adjusted),2018 January,Bakery and farinaceous products (107),108.1
Industrial Turnover Index (Seasonally Adjusted),2018 January,Beverages (11),
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Wood and wood products, except furniture (16)",87.4
Industrial Turnover Index (Seasonally Adjusted),2018 January,Chemicals and chemical products (20),
Industrial Turnover Index (Seasonally Adjusted),2018 January,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index (Seasonally Adjusted),2018 January,Rubber and plastic products (22),71.1
Industrial Turnover Index (Seasonally Adjusted),2018 January,Other non-metallic mineral products (23),71.1
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Computer, electronic and optical products (26)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,Electrical equipment (27),93.6
Industrial Turnover Index (Seasonally Adjusted),2018 January,Machinery and equipment n.e.c. (28),
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,Mining and quarrying (05 to 09),75.9
Industrial Turnover Index (Seasonally Adjusted),2018 January,Transportable goods industries (05 to 33),82.1
Industrial Turnover Index (Seasonally Adjusted),2018 January,Industries (05 to 35),
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Food products and beverages (10,11)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,Manufacturing industries (10 to 33),81.7
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",99.8
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Textiles, wearing apparel and leather products (13 to 15)",69.7
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Paper and paper products, printing and reproduction of recorded media (17,18)",107.1
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Basic metals and fabricated metal products (24,25)",77.0
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Transport equipment (29,30)",127.1
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Other foods (102 to 104,108)",76.5
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Grain mill and starch products; prepared animal feeds (106,109)",74.5
Industrial Turnover Index (Seasonally Adjusted),2018 January,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index (Seasonally Adjusted),2018 January,Capital goods,
Industrial Turnover Index (Seasonally Adjusted),2018 January,Intermediate goods,
Industrial Turnover Index (Seasonally Adjusted),2018 January,Consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2018 January,Durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2018 January,Non-durable consumer goods,
Industrial Turnover Index (Seasonally Adjusted),2018 February,Food products (10),85.0
Industrial Turnover Index (Seasonally Adjusted),2018 February,Meat and meat products (101),92.3
Industrial Turnover Index (Seasonally Adjusted),2018 February,Dairy products (105),74.3
Industrial Turnover Index (Seasonally Adjusted),2018 February,Bakery and farinaceous products (107),96.3
Industrial Turnover Index (Seasonally Adjusted),2018 February,Beverages (11),
Industrial Turnover Index (Seasonally Adjusted),2018 February,"Wood and wood products, except furniture (16)",80.0
Industrial Turnover Index (Seasonally Adjusted),2018 February,Chemicals and chemical products (20),
Industrial Turnover Index (Seasonally Adjusted),2018 February,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index (Seasonally Adjusted),2018 February,Rubber and plastic products (22),75.5
Industrial Turnover Index (Seasonally Adjusted),2018 February,Other non-metallic mineral products (23),68.8
Industrial Turnover Index (Seasonally Adjusted),2018 February,"Computer, electronic and optical products (26)",
Industrial Turnover Index (Seasonally Adjusted),2018 February,Electrical equipment (27),89.7
Industrial Turnover Index (Seasonally Adjusted),2018 February,Machinery and equipment n.e.c. (28),
Industrial Turnover Index (Seasonally Adjusted),2018 February,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index (Seasonally Adjusted),2018 February,"Energy producing industries (05,06,19,35)",
