Statistic,Month,NACE.Rev.2.Sector,value
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,Accommodation & Food Service Activities (I),-1.4
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,Information & Communication (J),9.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,"Professional, Scientific & Technical Activities (M)",-6.7
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,Administrative & Support Service Activities (N (excl. 7735)),-4.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,"Other Service Activities (L, 92, 93, 95, 96)",-3.7
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",5.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,Wholesale Trade (46),8.9
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,Accommodation (55),0.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,"Food Service Activities (561, 562)",-2.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 March,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-1.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-8.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Transportation & Storage (H),6.7
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Accommodation & Food Service Activities (I),-0.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Information & Communication (J),-7.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,"Professional, Scientific & Technical Activities (M)",6.9
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Administrative & Support Service Activities (N (excl. 7735)),-0.9
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,"Other Service Activities (L, 92, 93, 95, 96)",-2.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-5.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Wholesale Trade (46),-11.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,Accommodation (55),-2.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,"Food Service Activities (561, 562)",-3.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 April,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-0.8
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),1.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Transportation & Storage (H),-3.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Accommodation & Food Service Activities (I),2.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Information & Communication (J),6.4
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,"Professional, Scientific & Technical Activities (M)",-0.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Administrative & Support Service Activities (N (excl. 7735)),3.7
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,"Other Service Activities (L, 92, 93, 95, 96)",9.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",4.4
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Wholesale Trade (46),1.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,Accommodation (55),3.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,"Food Service Activities (561, 562)",0.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 May,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",1.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-3.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Transportation & Storage (H),3.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Accommodation & Food Service Activities (I),-4.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Information & Communication (J),-1.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,"Professional, Scientific & Technical Activities (M)",-2.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Administrative & Support Service Activities (N (excl. 7735)),11.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,"Other Service Activities (L, 92, 93, 95, 96)",-3.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-1.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Wholesale Trade (46),-7.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,Accommodation (55),-0.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,"Food Service Activities (561, 562)",-7.8
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 June,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-1.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),2.4
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Transportation & Storage (H),-2.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Accommodation & Food Service Activities (I),-1.4
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Information & Communication (J),0.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,"Professional, Scientific & Technical Activities (M)",-1.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Administrative & Support Service Activities (N (excl. 7735)),-4.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,"Other Service Activities (L, 92, 93, 95, 96)",3.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-0.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Wholesale Trade (46),4.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,Accommodation (55),-1.8
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,"Food Service Activities (561, 562)",-4.9
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 July,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-0.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-1.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Transportation & Storage (H),-0.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Accommodation & Food Service Activities (I),-2.8
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Information & Communication (J),1.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,"Professional, Scientific & Technical Activities (M)",4.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Administrative & Support Service Activities (N (excl. 7735)),8.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,"Other Service Activities (L, 92, 93, 95, 96)",-2.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",1.4
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Wholesale Trade (46),0.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,Accommodation (55),-3.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,"Food Service Activities (561, 562)",-0.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 August,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",1.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-0.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Transportation & Storage (H),4.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Accommodation & Food Service Activities (I),3.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Information & Communication (J),-1.9
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,"Professional, Scientific & Technical Activities (M)",-2.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Administrative & Support Service Activities (N (excl. 7735)),-7.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,"Other Service Activities (L, 92, 93, 95, 96)",-4.7
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-1.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Wholesale Trade (46),-2.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,Accommodation (55),8.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,"Food Service Activities (561, 562)",0.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 September,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-1.2
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-2.0
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,Transportation & Storage (H),-2.6
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,Accommodation & Food Service Activities (I),-0.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,Information & Communication (J),3.3
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,"Professional, Scientific & Technical Activities (M)",1.1
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,Administrative & Support Service Activities (N (excl. 7735)),-2.5
Percentage Change over 1 month for Services Index Value (Seasonally Adjusted),2025 October,"Other Service Activities (L, 92, 93, 95, 96)",0.9
