Statistic,Month,Sex,Age.Group,Last.Held.Occupation,value
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Associate professional and technical,737
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Clerical and secretarial,1759
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Craft and related,4341
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Personal and protective services,4664
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Sales,6463
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Plant and machine operatives,5921
Persons on the Live Register,2016 March,Both sexes,Under 25 years,Other broad occupational groups,6397
Persons on the Live Register,2016 March,Both sexes,Under 25 years,No occupation,6878
Persons on the Live Register,2016 March,Both sexes,25 years and over,All broad occupational groups,276988
Persons on the Live Register,2016 March,Both sexes,25 years and over,Managers and administrators,13636
Persons on the Live Register,2016 March,Both sexes,25 years and over,Professional,16681
Persons on the Live Register,2016 March,Both sexes,25 years and over,Associate professional and technical,8212
Persons on the Live Register,2016 March,Both sexes,25 years and over,Clerical and secretarial,30148
Persons on the Live Register,2016 March,Both sexes,25 years and over,Craft and related,55914
Persons on the Live Register,2016 March,Both sexes,25 years and over,Personal and protective services,36434
Persons on the Live Register,2016 March,Both sexes,25 years and over,Sales,27823
Persons on the Live Register,2016 March,Both sexes,25 years and over,Plant and machine operatives,45140
Persons on the Live Register,2016 March,Both sexes,25 years and over,Other broad occupational groups,31156
Persons on the Live Register,2016 March,Both sexes,25 years and over,No occupation,11844
Persons on the Live Register,2016 March,Both sexes,All ages,All broad occupational groups,315364
Persons on the Live Register,2016 March,Both sexes,All ages,Managers and administrators,13973
Persons on the Live Register,2016 March,Both sexes,All ages,Professional,17560
Persons on the Live Register,2016 March,Both sexes,All ages,Associate professional and technical,8949
Persons on the Live Register,2016 March,Both sexes,All ages,Clerical and secretarial,31907
Persons on the Live Register,2016 March,Both sexes,All ages,Craft and related,60255
Persons on the Live Register,2016 March,Both sexes,All ages,Personal and protective services,41098
Persons on the Live Register,2016 March,Both sexes,All ages,Sales,34286
Persons on the Live Register,2016 March,Both sexes,All ages,Plant and machine operatives,51061
Persons on the Live Register,2016 March,Both sexes,All ages,Other broad occupational groups,37553
Persons on the Live Register,2016 March,Both sexes,All ages,No occupation,18722
Persons on the Live Register,2016 March,Male,Under 25 years,All broad occupational groups,22746
Persons on the Live Register,2016 March,Male,Under 25 years,Managers and administrators,222
Persons on the Live Register,2016 March,Male,Under 25 years,Professional,462
Persons on the Live Register,2016 March,Male,Under 25 years,Associate professional and technical,481
Persons on the Live Register,2016 March,Male,Under 25 years,Clerical and secretarial,780
Persons on the Live Register,2016 March,Male,Under 25 years,Craft and related,3582
Persons on the Live Register,2016 March,Male,Under 25 years,Personal and protective services,1398
Persons on the Live Register,2016 March,Male,Under 25 years,Sales,2936
Persons on the Live Register,2016 March,Male,Under 25 years,Plant and machine operatives,4237
Persons on the Live Register,2016 March,Male,Under 25 years,Other broad occupational groups,4384
Persons on the Live Register,2016 March,Male,Under 25 years,No occupation,4264
Persons on the Live Register,2016 March,Male,25 years and over,All broad occupational groups,163475
Persons on the Live Register,2016 March,Male,25 years and over,Managers and administrators,7770
Persons on the Live Register,2016 March,Male,25 years and over,Professional,7447
Persons on the Live Register,2016 March,Male,25 years and over,Associate professional and technical,4551
Persons on the Live Register,2016 March,Male,25 years and over,Clerical and secretarial,7692
Persons on the Live Register,2016 March,Male,25 years and over,Craft and related,49905
Persons on the Live Register,2016 March,Male,25 years and over,Personal and protective services,12040
Persons on the Live Register,2016 March,Male,25 years and over,Sales,9732
Persons on the Live Register,2016 March,Male,25 years and over,Plant and machine operatives,33566
Persons on the Live Register,2016 March,Male,25 years and over,Other broad occupational groups,23823
Persons on the Live Register,2016 March,Male,25 years and over,No occupation,6949
Persons on the Live Register,2016 March,Male,All ages,All broad occupational groups,186221
Persons on the Live Register,2016 March,Male,All ages,Managers and administrators,7992
Persons on the Live Register,2016 March,Male,All ages,Professional,7909
Persons on the Live Register,2016 March,Male,All ages,Associate professional and technical,5032
Persons on the Live Register,2016 March,Male,All ages,Clerical and secretarial,8472
Persons on the Live Register,2016 March,Male,All ages,Craft and related,53487
Persons on the Live Register,2016 March,Male,All ages,Personal and protective services,13438
Persons on the Live Register,2016 March,Male,All ages,Sales,12668
Persons on the Live Register,2016 March,Male,All ages,Plant and machine operatives,37803
Persons on the Live Register,2016 March,Male,All ages,Other broad occupational groups,28207
Persons on the Live Register,2016 March,Male,All ages,No occupation,11213
Persons on the Live Register,2016 March,Female,Under 25 years,All broad occupational groups,15630
Persons on the Live Register,2016 March,Female,Under 25 years,Managers and administrators,115
Persons on the Live Register,2016 March,Female,Under 25 years,Professional,417
Persons on the Live Register,2016 March,Female,Under 25 years,Associate professional and technical,256
Persons on the Live Register,2016 March,Female,Under 25 years,Clerical and secretarial,979
Persons on the Live Register,2016 March,Female,Under 25 years,Craft and related,759
Persons on the Live Register,2016 March,Female,Under 25 years,Personal and protective services,3266
Persons on the Live Register,2016 March,Female,Under 25 years,Sales,3527
Persons on the Live Register,2016 March,Female,Under 25 years,Plant and machine operatives,1684
Persons on the Live Register,2016 March,Female,Under 25 years,Other broad occupational groups,2013
Persons on the Live Register,2016 March,Female,Under 25 years,No occupation,2614
Persons on the Live Register,2016 March,Female,25 years and over,All broad occupational groups,113513
Persons on the Live Register,2016 March,Female,25 years and over,Managers and administrators,5866
Persons on the Live Register,2016 March,Female,25 years and over,Professional,9234
Persons on the Live Register,2016 March,Female,25 years and over,Associate professional and technical,3661
Persons on the Live Register,2016 March,Female,25 years and over,Clerical and secretarial,22456
Persons on the Live Register,2016 March,Female,25 years and over,Craft and related,6009
Persons on the Live Register,2016 March,Female,25 years and over,Personal and protective services,24394
Persons on the Live Register,2016 March,Female,25 years and over,Sales,18091
Persons on the Live Register,2016 March,Female,25 years and over,Plant and machine operatives,11574
Persons on the Live Register,2016 March,Female,25 years and over,Other broad occupational groups,7333
