,Statistic,Month,State,value
2871,Total Exports (Seasonally Adjusted),1993 August,State,2189870
2872,Total Exports (Seasonally Adjusted),1993 September,State,2127591
2873,Total Exports (Seasonally Adjusted),1993 October,State,2256931
2874,Total Exports (Seasonally Adjusted),1993 November,State,2272165
2875,Total Exports (Seasonally Adjusted),1993 December,State,2312731
2876,Total Exports (Seasonally Adjusted),1994 January,State,2197394
2877,Total Exports (Seasonally Adjusted),1994 February,State,2306371
2878,Total Exports (Seasonally Adjusted),1994 March,State,2312872
2879,Total Exports (Seasonally Adjusted),1994 April,State,2318722
2880,Total Exports (Seasonally Adjusted),1994 May,State,2291635
2881,Total Exports (Seasonally Adjusted),1994 June,State,2344608
2882,Total Exports (Seasonally Adjusted),1994 July,State,2309140
2883,Total Exports (Seasonally Adjusted),1994 August,State,2409060
2884,Total Exports (Seasonally Adjusted),1994 September,State,2548660
2885,Total Exports (Seasonally Adjusted),1994 October,State,2500712
2886,Total Exports (Seasonally Adjusted),1994 November,State,2611073
2887,Total Exports (Seasonally Adjusted),1994 December,State,2704712
2888,Total Exports (Seasonally Adjusted),1995 January,State,2790466
2889,Total Exports (Seasonally Adjusted),1995 February,State,2665642
2890,Total Exports (Seasonally Adjusted),1995 March,State,2824144
2891,Total Exports (Seasonally Adjusted),1995 April,State,2823633
2892,Total Exports (Seasonally Adjusted),1995 May,State,2950977
2893,Total Exports (Seasonally Adjusted),1995 June,State,2738507
2894,Total Exports (Seasonally Adjusted),1995 July,State,2975649
2895,Total Exports (Seasonally Adjusted),1995 August,State,2945251
2896,Total Exports (Seasonally Adjusted),1995 September,State,3013116
2897,Total Exports (Seasonally Adjusted),1995 October,State,3277099
2898,Total Exports (Seasonally Adjusted),1995 November,State,3150352
2899,Total Exports (Seasonally Adjusted),1995 December,State,3219297
2900,Total Exports (Seasonally Adjusted),1996 January,State,3449050
2901,Total Exports (Seasonally Adjusted),1996 February,State,3314941
2902,Total Exports (Seasonally Adjusted),1996 March,State,3127664
2903,Total Exports (Seasonally Adjusted),1996 April,State,3036088
2904,Total Exports (Seasonally Adjusted),1996 May,State,3258242
2905,Total Exports (Seasonally Adjusted),1996 June,State,3236513
2906,Total Exports (Seasonally Adjusted),1996 July,State,3211456
2907,Total Exports (Seasonally Adjusted),1996 August,State,2891612
2908,Total Exports (Seasonally Adjusted),1996 September,State,3248476
2909,Total Exports (Seasonally Adjusted),1996 October,State,3233214
2910,Total Exports (Seasonally Adjusted),1996 November,State,3192336
2911,Total Exports (Seasonally Adjusted),1996 December,State,3334572
2912,Total Exports (Seasonally Adjusted),1997 January,State,3374968
2913,Total Exports (Seasonally Adjusted),1997 February,State,3280766
2914,Total Exports (Seasonally Adjusted),1997 March,State,3470769
2915,Total Exports (Seasonally Adjusted),1997 April,State,3578692
2916,Total Exports (Seasonally Adjusted),1997 May,State,3493937
2917,Total Exports (Seasonally Adjusted),1997 June,State,3880950
2918,Total Exports (Seasonally Adjusted),1997 July,State,3675548
2919,Total Exports (Seasonally Adjusted),1997 August,State,3851888
2920,Total Exports (Seasonally Adjusted),1997 September,State,3977875
2921,Total Exports (Seasonally Adjusted),1997 October,State,3972382
2922,Total Exports (Seasonally Adjusted),1997 November,State,4105700
2923,Total Exports (Seasonally Adjusted),1997 December,State,4135800
2924,Total Exports (Seasonally Adjusted),1998 January,State,4292972
2925,Total Exports (Seasonally Adjusted),1998 February,State,4478174
2926,Total Exports (Seasonally Adjusted),1998 March,State,4664605
2927,Total Exports (Seasonally Adjusted),1998 April,State,4675662
2928,Total Exports (Seasonally Adjusted),1998 May,State,4615579
2929,Total Exports (Seasonally Adjusted),1998 June,State,4780656
2930,Total Exports (Seasonally Adjusted),1998 July,State,4938523
2931,Total Exports (Seasonally Adjusted),1998 August,State,4939220
2932,Total Exports (Seasonally Adjusted),1998 September,State,4893101
2933,Total Exports (Seasonally Adjusted),1998 October,State,4726221
2934,Total Exports (Seasonally Adjusted),1998 November,State,5483018
2935,Total Exports (Seasonally Adjusted),1998 December,State,4881343
2936,Total Exports (Seasonally Adjusted),1999 January,State,5024236
2937,Total Exports (Seasonally Adjusted),1999 February,State,5201736
2938,Total Exports (Seasonally Adjusted),1999 March,State,4865848
2939,Total Exports (Seasonally Adjusted),1999 April,State,5327289
2940,Total Exports (Seasonally Adjusted),1999 May,State,5569011
2941,Total Exports (Seasonally Adjusted),1999 June,State,5129135
2942,Total Exports (Seasonally Adjusted),1999 July,State,5820073
2943,Total Exports (Seasonally Adjusted),1999 August,State,5762862
